Order ID,Date,Time,Restaurant,Cuisine,Customer ID,Delivery Partner ID,Order Status,Food Item,Quantity,Order Value (INR),Delivery Time (min),Customer Rating,Delivery Partner Rating,Cancellation Reason
ZM100385,11/25/2025,10:09:00 PM,Empire Restaurant,South Indian,CUST1653,DP849,Delivered,Pasta Alfredo,3,467.62,59,4.80,3.50,
ZM100139,11/18/2025,9:37:00 AM,Paradise Biryani,Thai,CUST5096,DP526,Delivered,Fried Rice,4,873.69,32,4.60,3.30,
ZM100939,11/30/2025,11:55:00 PM,Paradise Biryani,Thai,CUST9788,DP901,Cancelled by Restaurant,Sandwich,,,,,,Item not available
ZM100561,11/30/2025,4:15:00 PM,A2B - Adyar Ananda Bhavan,Mexican,CUST8122,DP506,Delivered,Tacos,2,416.24,44,3.90,3.30,
ZM100651,12/5/2025,10:07:00 PM,A2B - Adyar Ananda Bhavan,Biryani,CUST6343,DP519,Delivered,Chicken Biryani,1,797.77,27,3.70,3.00,
ZM100442,12/1/2025,7:07:00 PM,Burger King,American,CUST4259,DP795,Delivered,Farmhouse Pizza,1,441.17,42,4.70,4.90,
ZM100307,12/7/2025,12:03:00 AM,Five Star Chicken,Bakery,CUST4619,DP827,Delivered,Sandwich,1,262.02,40,4.80,4.90,
ZM100727,11/18/2025,10:13:00 PM,KFC,Mexican,CUST9737,DP932,Delivered,Margherita Pizza,1,473.45,35,4.60,5.00,
ZM100467,12/3/2025,6:31:00 PM,Onesta,Italian,CUST3627,DP535,Delivered,Noodles,2,544.02,40,4.50,3.60,
ZM100358,11/19/2025,3:10:00 AM,Taco Bell,Fast Food,CUST8835,DP909,Delivered,Paneer Butter Masala,1,432.61,49,3.50,3.80,
ZM100818,11/25/2025,1:01:00 AM,McDonald's,Biryani,CUST3102,DP656,Cancelled by Customer,Sandwich,,,,,,Found cheaper elsewhere
ZM100473,11/27/2025,2:43:00 AM,Tunday Kababi,North Indian,CUST1666,DP875,Delivered,Farmhouse Pizza,4,761.18,23,4.60,3.50,
ZM100498,11/21/2025,8:54:00 PM,Barbeque Nation,Bakery,CUST9883,DP567,Delivered,Chicken Tikka,2,452.64,39,4.80,3.70,
ZM100542,11/24/2025,8:20:00 PM,Tunday Kababi,Fast Food,CUST2781,DP850,Delivered,Fried Rice,1,761.18,31,3.60,3.80,
ZM100847,12/11/2025,8:25:00 PM,Meghana Foods,Bakery,CUST4305,DP975,Cancelled by Customer,Momos,,,,,,Change of mind
ZM100000,11/22/2025,3:48:00 AM,Empire Restaurant,American,CUST2424,DP802,Delivered,Chicken Tikka,2,228.84,26,4.40,4.80,
ZM100400,11/27/2025,3:47:00 PM,Tunday Kababi,Fast Food,CUST5597,DP939,Delivered,Momos,3,499.84,26,3.40,4.20,
ZM100975,12/3/2025,4:29:00 PM,Biriyani Zone,Italian,CUST7449,DP611,Cancelled by Partner,Veg Biryani,,,,,,Personal emergency
ZM100762,12/10/2025,4:20:00 AM,Five Star Chicken,Italian,CUST5494,DP598,Cancelled by Customer,Fried Rice,,,,,,Found cheaper elsewhere
ZM100678,11/26/2025,2:51:00 PM,Tunday Kababi,Mexican,CUST5361,DP647,Delivered,Chicken Biryani,2,676.58,32,4.90,4.60,
ZM100172,11/27/2025,8:23:00 PM,Onesta,American,CUST6992,DP891,Delivered,Fried Rice,1,780.79,47,3.30,3.50,
ZM100202,11/25/2025,1:24:00 PM,Chianti,Chinese,CUST9920,DP717,Delivered,Tacos,2,771.16,21,5.00,3.90,
ZM100508,12/7/2025,2:25:00 PM,A2B - Adyar Ananda Bhavan,Biryani,CUST3945,DP898,Delivered,Veg Biryani,2,481.59,48,3.20,4.00,
ZM100581,12/9/2025,11:21:00 PM,Five Star Chicken,Thai,CUST6496,DP532,Delivered,Paneer Butter Masala,3,772.41,33,4.50,4.20,
ZM100127,11/18/2025,7:14:00 PM,Five Star Chicken,Mexican,CUST8682,DP726,Delivered,Pasta Alfredo,3,794.11,60,3.60,3.90,
ZM100893,11/22/2025,9:18:00 PM,Little Italy,South Indian,CUST2404,DP693,Cancelled by Restaurant,Margherita Pizza,,,,,,Item not available
ZM100117,12/8/2025,7:19:00 PM,Paradise Biryani,South Indian,CUST6585,DP580,Delivered,Paneer Butter Masala,1,191.57,53,3.40,3.80,
ZM100533,11/23/2025,7:06:00 PM,Chianti,South Indian,CUST5641,DP793,Delivered,Chicken Tikka,3,548.51,37,3.30,4.40,
ZM100883,11/21/2025,5:01:00 AM,Barbeque Nation,Biryani,CUST3644,DP506,Cancelled by Restaurant,Noodles,,,,,,Kitchen closed
ZM100323,11/20/2025,9:16:00 PM,Five Star Chicken,Thai,CUST2641,DP973,Delivered,Momos,4,207.76,29,3.30,4.20,
ZM100281,12/11/2025,4:06:00 PM,Taco Bell,Bakery,CUST7870,DP614,Delivered,Paneer Butter Masala,2,846.30,22,4.10,4.80,
ZM100519,11/27/2025,11:30:00 PM,Leon Grill,American,CUST3125,DP814,Delivered,Burger Combo,3,322.53,56,5.00,3.70,
ZM100338,11/20/2025,7:31:00 PM,Beijing Bites,Fast Food,CUST6873,DP759,Delivered,Tacos,2,655.33,60,4.60,4.80,
ZM100623,12/9/2025,9:27:00 AM,Onesta,South Indian,CUST8799,DP998,Delivered,Noodles,3,573.23,56,3.90,3.50,
ZM100344,12/11/2025,12:09:00 AM,Tunday Kababi,American,CUST2442,DP566,Delivered,Chicken Tikka,2,569.50,30,4.00,4.50,
ZM100409,12/7/2025,5:22:00 AM,Taco Bell,Biryani,CUST8889,DP845,Delivered,Tacos,1,635.67,46,4.60,4.40,
ZM100227,11/18/2025,11:08:00 AM,Empire Restaurant,American,CUST4043,DP848,Delivered,Momos,4,502.67,42,4.10,3.80,
ZM100372,11/24/2025,4:29:00 PM,Chianti,Chinese,CUST6273,DP758,Delivered,Tacos,2,689.79,28,3.20,4.30,
ZM100697,12/5/2025,10:06:00 PM,McDonald's,Mexican,CUST5921,DP576,Delivered,Fried Rice,1,346.75,47,3.20,4.60,
ZM100960,12/1/2025,11:08:00 PM,Burger King,Biryani,CUST7597,DP744,Cancelled by Partner,Sandwich,,,,,,Customer unreachable
ZM100325,12/7/2025,9:24:00 AM,Paradise Biryani,Chinese,CUST8785,DP971,Delivered,Noodles,4,150.25,41,4.40,3.10,
ZM100917,11/15/2025,1:14:00 PM,WOW Momo,Fast Food,CUST3069,DP766,Cancelled by Restaurant,Momos,,,,,,Kitchen closed
ZM100482,12/2/2025,4:28:00 PM,Little Italy,Mexican,CUST7251,DP540,Delivered,Sandwich,1,584.28,39,3.10,4.60,
ZM100292,12/10/2025,8:28:00 AM,Taco Bell,Bakery,CUST7625,DP937,Delivered,Fried Rice,1,648.20,36,4.60,3.30,
ZM100253,12/10/2025,7:17:00 PM,Empire Restaurant,Italian,CUST9115,DP781,Delivered,Margherita Pizza,1,334.39,54,3.60,4.60,
ZM100378,11/28/2025,3:29:00 AM,Leon Grill,Thai,CUST5712,DP854,Delivered,Sandwich,2,699.08,55,3.80,4.00,
ZM100228,11/24/2025,10:33:00 PM,Paradise Biryani,South Indian,CUST3527,DP878,Delivered,Momos,3,742.48,24,3.20,3.30,
ZM100245,11/25/2025,5:27:00 AM,WOW Momo,Thai,CUST8080,DP702,Delivered,Burger Combo,4,300.85,45,4.30,3.40,
ZM100969,11/21/2025,6:10:00 PM,KFC,Bakery,CUST4115,DP966,Cancelled by Partner,Veg Biryani,,,,,,Customer unreachable
ZM100599,11/28/2025,3:49:00 PM,McDonald's,Bakery,CUST7305,DP957,Delivered,Paneer Butter Masala,3,608.91,60,3.00,4.30,
ZM100210,11/30/2025,8:17:00 AM,Biriyani Zone,Italian,CUST4120,DP526,Delivered,Farmhouse Pizza,1,839.34,43,3.20,4.40,
ZM100707,12/9/2025,9:31:00 PM,Koshy’s,Bakery,CUST1606,DP749,Delivered,Sandwich,4,694.92,58,4.50,5.00,
ZM100350,11/14/2025,9:51:00 PM,Biriyani Zone,Thai,CUST1323,DP524,Delivered,Noodles,1,583.26,23,4.30,4.30,
ZM100987,12/8/2025,11:44:00 AM,Empire Restaurant,Italian,CUST6605,DP719,Cancelled by Partner,Veg Biryani,,,,,,Customer unreachable
ZM100233,11/27/2025,2:37:00 AM,Taco Bell,American,CUST1110,DP985,Delivered,Chicken Tikka,4,583.17,32,3.90,3.30,
ZM100272,11/30/2025,3:50:00 AM,Barbeque Nation,Mexican,CUST3162,DP698,Delivered,Pasta Alfredo,1,532.06,20,5.00,4.90,
ZM100111,11/28/2025,7:47:00 AM,Koshy’s,Fast Food,CUST5176,DP691,Delivered,Sandwich,4,431.01,26,3.60,3.60,
ZM100315,11/29/2025,2:59:00 AM,A2B - Adyar Ananda Bhavan,Biryani,CUST2342,DP742,Delivered,Chicken Wings,2,195.65,33,3.30,3.60,
ZM100266,11/21/2025,3:11:00 PM,Empire Restaurant,North Indian,CUST4751,DP696,Delivered,Tacos,3,757.35,47,4.40,4.00,
ZM100548,12/8/2025,6:25:00 AM,Burger King,Bakery,CUST3056,DP568,Delivered,Sandwich,3,775.17,29,3.60,4.70,
ZM100176,11/14/2025,5:35:00 PM,McDonald's,Fast Food,CUST6511,DP759,Delivered,Noodles,3,246.75,59,4.50,3.60,
ZM100476,12/9/2025,5:41:00 AM,Little Italy,Thai,CUST6772,DP962,Delivered,Burger Combo,3,632.87,54,5.00,3.90,
ZM100672,12/7/2025,11:50:00 PM,Biriyani Zone,Thai,CUST1448,DP890,Delivered,Chicken Biryani,3,448.28,55,4.50,3.90,
ZM100477,12/2/2025,6:46:00 PM,WOW Momo,Fast Food,CUST4504,DP692,Delivered,Burger Combo,4,764.40,40,4.20,4.10,
ZM100107,12/9/2025,2:10:00 AM,Onesta,Mexican,CUST1710,DP872,Delivered,Momos,3,520.33,26,3.90,3.40,
ZM100241,12/12/2025,3:21:00 AM,Biriyani Zone,Italian,CUST9199,DP577,Delivered,Fried Rice,2,467.71,45,3.90,4.40,
ZM100602,12/1/2025,5:58:00 AM,Burger King,South Indian,CUST8839,DP877,Delivered,Fried Rice,2,227.96,41,3.50,3.20,
ZM100050,12/4/2025,2:52:00 PM,Onesta,North Indian,CUST3091,DP818,Delivered,Burger Combo,3,641.72,45,4.40,4.70,
ZM100650,11/14/2025,9:20:00 PM,WOW Momo,Bakery,CUST5001,DP626,Delivered,Chicken Biryani,4,389.21,42,3.80,3.10,
ZM100869,11/26/2025,2:40:00 AM,Tunday Kababi,American,CUST4236,DP625,Cancelled by Customer,Paneer Butter Masala,,,,,,Delivery too far
ZM100299,11/24/2025,5:08:00 PM,WOW Momo,Bakery,CUST5602,DP529,Delivered,Margherita Pizza,2,140.33,58,3.40,4.80,
ZM100219,11/27/2025,12:32:00 AM,Empire Restaurant,Thai,CUST5697,DP508,Delivered,Fried Rice,4,129.24,53,4.40,4.10,
ZM100316,11/15/2025,3:56:00 AM,A2B - Adyar Ananda Bhavan,Bakery,CUST4029,DP689,Delivered,Chicken Wings,4,818.00,36,3.20,4.10,
ZM100528,11/26/2025,10:19:00 AM,Little Italy,South Indian,CUST8907,DP963,Delivered,Farmhouse Pizza,1,726.68,25,3.90,3.00,
ZM100527,11/15/2025,10:44:00 AM,Meghana Foods,American,CUST5958,DP610,Delivered,Burger Combo,1,507.70,35,3.70,4.70,
ZM100629,11/25/2025,6:48:00 PM,KFC,Bakery,CUST6104,DP853,Delivered,Chicken Wings,1,210.92,28,4.80,4.00,
ZM100322,11/19/2025,2:17:00 AM,Truffles,Bakery,CUST1202,DP902,Delivered,Fried Rice,4,550.60,37,4.00,4.80,
ZM100214,12/1/2025,5:30:00 PM,Onesta,Mexican,CUST7781,DP523,Delivered,Chicken Biryani,4,714.07,40,4.80,3.70,
ZM100685,12/8/2025,5:02:00 PM,Biriyani Zone,Fast Food,CUST5321,DP764,Delivered,Burger Combo,3,824.18,36,4.20,4.50,
ZM100838,11/18/2025,11:07:00 AM,Tunday Kababi,Chinese,CUST4397,DP759,Cancelled by Customer,Margherita Pizza,,,,,,Delivery too far
ZM100041,11/28/2025,3:05:00 PM,Beijing Bites,Thai,CUST6491,DP547,Delivered,Chicken Wings,2,633.90,38,4.00,4.30,
ZM100833,11/20/2025,10:09:00 AM,Leon Grill,Chinese,CUST5081,DP591,Cancelled by Customer,Burger Combo,,,,,,Delivery too far
ZM100785,12/1/2025,6:40:00 AM,Beijing Bites,South Indian,CUST4102,DP841,Cancelled by Customer,Farmhouse Pizza,,,,,,Ordered by mistake
ZM100035,12/3/2025,7:46:00 AM,Barbeque Nation,North Indian,CUST5573,DP679,Delivered,Pasta Alfredo,2,430.80,37,4.70,4.90,
ZM100417,11/18/2025,1:00:00 PM,Taco Bell,Biryani,CUST2373,DP645,Delivered,Momos,1,451.88,36,4.00,3.50,
ZM100715,12/11/2025,7:00:00 PM,Biriyani Zone,Chinese,CUST2817,DP999,Delivered,Sandwich,1,671.00,48,4.60,4.90,
ZM100090,11/21/2025,8:13:00 AM,Onesta,Biryani,CUST8622,DP961,Delivered,Paneer Butter Masala,2,479.70,36,3.90,4.30,
ZM100129,12/3/2025,2:37:00 AM,Truffles,Biryani,CUST1672,DP730,Delivered,Noodles,4,480.92,55,4.90,4.50,
ZM100505,12/6/2025,2:15:00 AM,Little Italy,Mexican,CUST1685,DP811,Delivered,Sandwich,4,656.53,49,4.80,3.90,
ZM100524,11/27/2025,1:12:00 AM,McDonald's,Mexican,CUST7782,DP975,Delivered,Paneer Butter Masala,4,815.81,54,4.80,3.90,
ZM100538,11/13/2025,10:42:00 PM,WOW Momo,Fast Food,CUST3798,DP644,Delivered,Chicken Wings,4,143.61,50,3.20,4.00,
ZM100297,11/23/2025,9:03:00 PM,Barbeque Nation,American,CUST3248,DP714,Delivered,Chicken Wings,4,808.57,50,3.10,3.60,
ZM100027,12/6/2025,5:16:00 PM,Biriyani Zone,Chinese,CUST9900,DP860,Delivered,Farmhouse Pizza,1,805.83,43,3.60,3.90,
ZM100590,11/24/2025,11:07:00 AM,Koshy’s,Italian,CUST7759,DP945,Delivered,Tacos,3,299.45,27,3.70,3.20,
ZM100360,11/24/2025,11:09:00 PM,Tunday Kababi,Chinese,CUST3140,DP747,Delivered,Noodles,4,727.75,59,3.10,4.40,
ZM100499,12/6/2025,10:16:00 PM,McDonald's,Biryani,CUST3215,DP720,Delivered,Fried Rice,2,792.82,39,4.40,4.80,
ZM100501,12/12/2025,10:52:00 AM,Koshy’s,Bakery,CUST4079,DP554,Delivered,Margherita Pizza,4,701.58,60,4.90,3.50,
ZM100031,11/19/2025,3:04:00 PM,Burger King,Bakery,CUST3426,DP720,Delivered,Fried Rice,1,207.26,29,4.10,4.70,
ZM100906,12/8/2025,5:45:00 PM,Chianti,North Indian,CUST9158,DP907,Cancelled by Restaurant,Paneer Butter Masala,,,,,,High demand
ZM100478,11/18/2025,6:46:00 PM,Biriyani Zone,Fast Food,CUST1267,DP765,Delivered,Chicken Wings,4,868.66,20,4.50,5.00,
ZM100997,12/2/2025,1:37:00 AM,Meghana Foods,North Indian,CUST6269,DP608,Cancelled by Partner,Veg Biryani,,,,,,Vehicle issue
ZM100109,11/20/2025,3:08:00 PM,Truffles,South Indian,CUST6327,DP695,Delivered,Farmhouse Pizza,2,171.23,37,4.20,4.20,
ZM100074,11/27/2025,2:56:00 PM,Truffles,Biryani,CUST1339,DP891,Delivered,Veg Biryani,4,692.94,58,3.50,3.20,
ZM100601,11/14/2025,11:27:00 AM,Meghana Foods,Thai,CUST1669,DP687,Delivered,Pasta Alfredo,3,812.62,27,3.80,3.90,
ZM100645,11/23/2025,3:17:00 AM,Truffles,Thai,CUST9270,DP633,Delivered,Momos,4,738.33,32,3.60,4.00,
ZM100279,11/26/2025,2:10:00 AM,Biriyani Zone,Biryani,CUST3734,DP688,Delivered,Pasta Alfredo,1,507.00,52,3.70,4.00,
ZM100432,12/1/2025,7:27:00 AM,Five Star Chicken,American,CUST5348,DP605,Delivered,Paneer Butter Masala,2,509.22,32,3.50,3.50,
ZM100376,11/19/2025,6:13:00 PM,A2B - Adyar Ananda Bhavan,Bakery,CUST1927,DP602,Delivered,Momos,1,527.73,21,3.80,3.10,
ZM100588,12/7/2025,5:27:00 AM,Meghana Foods,North Indian,CUST8424,DP522,Delivered,Pasta Alfredo,3,342.35,47,3.50,4.20,
ZM100824,11/25/2025,6:03:00 AM,Leon Grill,Mexican,CUST4058,DP601,Cancelled by Customer,Veg Biryani,,,,,,Change of mind
ZM100857,11/20/2025,1:15:00 PM,WOW Momo,Chinese,CUST6209,DP935,Cancelled by Customer,Pasta Alfredo,,,,,,Ordered by mistake
ZM100802,12/2/2025,12:45:00 PM,Onesta,Mexican,CUST5396,DP797,Cancelled by Customer,Chicken Wings,,,,,,Wrong address entered
ZM100582,12/9/2025,9:20:00 AM,McDonald's,Bakery,CUST3185,DP551,Delivered,Paneer Butter Masala,3,551.66,48,3.50,4.20,
ZM100861,12/5/2025,9:09:00 PM,Meghana Foods,Chinese,CUST9171,DP651,Cancelled by Customer,Farmhouse Pizza,,,,,,Change of mind
ZM100162,11/28/2025,11:12:00 PM,Chianti,Fast Food,CUST1907,DP925,Delivered,Paneer Butter Masala,2,718.87,28,3.90,4.80,
ZM100714,12/10/2025,11:31:00 AM,Koshy’s,South Indian,CUST6820,DP893,Delivered,Noodles,2,214.14,34,4.00,5.00,
ZM100512,11/15/2025,4:56:00 AM,Little Italy,North Indian,CUST3155,DP991,Delivered,Burger Combo,3,361.42,48,3.60,3.40,
ZM100395,12/10/2025,10:24:00 AM,Beijing Bites,Fast Food,CUST5140,DP599,Delivered,Chicken Tikka,4,826.39,52,3.30,3.40,
ZM100784,11/24/2025,10:26:00 PM,Meghana Foods,Italian,CUST1894,DP716,Cancelled by Customer,Fried Rice,,,,,,Ordered by mistake
ZM100221,11/17/2025,1:32:00 PM,Truffles,Fast Food,CUST2320,DP834,Delivered,Burger Combo,4,560.70,34,3.60,4.70,
ZM100929,11/17/2025,6:40:00 AM,Empire Restaurant,Fast Food,CUST2670,DP847,Cancelled by Restaurant,Tacos,,,,,,High demand
ZM100390,12/10/2025,1:51:00 AM,Little Italy,American,CUST8391,DP822,Delivered,Fried Rice,1,568.47,34,4.80,3.80,
ZM100634,12/10/2025,4:58:00 AM,Biriyani Zone,Biryani,CUST9272,DP791,Delivered,Farmhouse Pizza,3,245.23,52,4.60,4.20,
ZM100517,11/28/2025,7:45:00 PM,Taco Bell,North Indian,CUST2063,DP649,Delivered,Chicken Biryani,3,371.80,44,4.60,4.50,
ZM100931,11/27/2025,6:07:00 AM,KFC,Thai,CUST6545,DP803,Cancelled by Restaurant,Pasta Alfredo,,,,,,Item not available
ZM100716,12/9/2025,8:50:00 PM,Leon Grill,South Indian,CUST6925,DP580,Delivered,Sandwich,1,515.70,30,4.30,4.70,
ZM100709,12/10/2025,9:08:00 AM,Koshy’s,Mexican,CUST3643,DP647,Delivered,Chicken Biryani,4,605.70,42,3.90,3.90,
ZM100239,11/30/2025,6:14:00 PM,Chianti,Bakery,CUST2392,DP555,Delivered,Fried Rice,1,736.76,43,4.40,4.60,
ZM100238,11/27/2025,4:45:00 AM,A2B - Adyar Ananda Bhavan,Italian,CUST8851,DP798,Delivered,Margherita Pizza,2,677.88,44,3.10,5.00,
ZM100178,12/3/2025,11:29:00 PM,Empire Restaurant,Biryani,CUST8871,DP587,Delivered,Chicken Wings,3,874.32,57,4.20,4.40,
ZM100424,11/22/2025,5:47:00 PM,A2B - Adyar Ananda Bhavan,Biryani,CUST9489,DP646,Delivered,Veg Biryani,2,619.43,48,3.00,4.70,
ZM100236,11/24/2025,8:16:00 AM,WOW Momo,Bakery,CUST3947,DP849,Delivered,Margherita Pizza,4,404.71,56,3.40,5.00,
ZM100674,12/7/2025,8:31:00 AM,Chianti,Chinese,CUST3187,DP633,Delivered,Sandwich,4,738.26,40,3.90,4.70,
ZM100114,12/3/2025,12:00:00 PM,KFC,Biryani,CUST7022,DP558,Delivered,Fried Rice,2,240.69,50,3.40,3.20,
ZM100037,12/9/2025,8:21:00 PM,Koshy’s,Fast Food,CUST4114,DP630,Delivered,Tacos,3,460.39,52,3.20,4.80,
ZM100204,11/17/2025,10:32:00 PM,Koshy’s,Biryani,CUST1797,DP625,Delivered,Momos,1,307.72,24,3.20,3.10,
ZM100354,12/7/2025,1:20:00 AM,Burger King,Mexican,CUST2809,DP927,Delivered,Chicken Tikka,4,377.87,20,3.00,3.20,
ZM100081,11/13/2025,9:57:00 AM,Chianti,American,CUST4122,DP971,Delivered,Burger Combo,4,884.59,35,3.90,3.30,
ZM100993,12/11/2025,9:20:00 AM,McDonald's,Bakery,CUST4270,DP546,Cancelled by Partner,Veg Biryani,,,,,,Vehicle issue
ZM100520,11/24/2025,4:56:00 PM,Chianti,Mexican,CUST1025,DP560,Delivered,Chicken Wings,2,809.26,34,4.40,5.00,
ZM100682,12/9/2025,7:00:00 PM,Meghana Foods,North Indian,CUST1745,DP502,Delivered,Farmhouse Pizza,2,487.33,42,5.00,4.90,
ZM100518,11/27/2025,4:35:00 AM,KFC,American,CUST9666,DP544,Delivered,Farmhouse Pizza,4,529.22,33,4.20,3.20,
ZM100463,12/12/2025,5:42:00 AM,Biriyani Zone,Biryani,CUST8786,DP852,Delivered,Chicken Biryani,4,735.53,20,4.90,4.20,
ZM100287,12/4/2025,3:10:00 AM,Meghana Foods,Italian,CUST2565,DP758,Delivered,Sandwich,4,666.66,43,3.90,4.50,
ZM100125,12/2/2025,7:33:00 AM,WOW Momo,Chinese,CUST3419,DP620,Delivered,Chicken Biryani,1,533.87,32,4.80,3.70,
ZM100029,12/9/2025,6:53:00 PM,McDonald's,American,CUST9280,DP750,Delivered,Margherita Pizza,2,679.74,33,4.40,4.70,
ZM100329,11/24/2025,12:59:00 AM,Little Italy,Italian,CUST6904,DP860,Delivered,Sandwich,2,772.84,35,3.10,3.10,
ZM100347,12/9/2025,1:05:00 PM,Chianti,Biryani,CUST9524,DP805,Delivered,Margherita Pizza,2,170.92,22,3.60,3.60,
ZM100806,11/28/2025,5:42:00 PM,Barbeque Nation,Biryani,CUST8622,DP762,Cancelled by Customer,Veg Biryani,,,,,,Found cheaper elsewhere
ZM100134,11/23/2025,2:53:00 AM,A2B - Adyar Ananda Bhavan,Thai,CUST9331,DP685,Delivered,Burger Combo,3,754.28,53,3.20,4.30,
ZM100230,12/7/2025,2:42:00 PM,Tunday Kababi,Thai,CUST6315,DP942,Delivered,Fried Rice,4,200.57,25,3.70,3.20,
ZM100259,12/8/2025,10:59:00 AM,Barbeque Nation,Bakery,CUST2237,DP824,Delivered,Chicken Wings,2,570.39,37,4.30,3.80,
ZM100890,12/3/2025,2:42:00 PM,Little Italy,Fast Food,CUST3200,DP601,Cancelled by Restaurant,Paneer Butter Masala,,,,,,Item not available
ZM100970,11/16/2025,12:14:00 AM,Koshy’s,Thai,CUST6653,DP625,Cancelled by Partner,Tacos,,,,,,Customer unreachable
ZM100191,12/7/2025,12:28:00 AM,WOW Momo,American,CUST9442,DP667,Delivered,Noodles,2,256.89,60,4.80,4.70,
ZM100375,12/1/2025,10:57:00 PM,McDonald's,Chinese,CUST7839,DP845,Delivered,Fried Rice,3,674.08,42,4.10,4.20,
ZM100643,11/26/2025,9:31:00 AM,McDonald's,Mexican,CUST1486,DP550,Delivered,Chicken Biryani,1,315.54,51,3.50,4.90,
ZM100816,11/17/2025,6:51:00 PM,Tunday Kababi,Fast Food,CUST2406,DP660,Cancelled by Customer,Momos,,,,,,Delivery too far
ZM100187,11/25/2025,5:23:00 AM,Koshy’s,Mexican,CUST2465,DP833,Delivered,Chicken Wings,2,709.61,38,3.60,4.30,
ZM100812,12/3/2025,11:19:00 PM,Beijing Bites,Biryani,CUST9898,DP967,Cancelled by Customer,Paneer Butter Masala,,,,,,Found cheaper elsewhere
ZM100451,11/22/2025,9:49:00 PM,Burger King,American,CUST5256,DP579,Delivered,Farmhouse Pizza,4,540.94,25,3.90,3.70,
ZM100765,12/9/2025,11:12:00 PM,Tunday Kababi,Mexican,CUST9474,DP888,Cancelled by Customer,Farmhouse Pizza,,,,,,Wrong address entered
ZM100209,11/15/2025,7:41:00 AM,A2B - Adyar Ananda Bhavan,Chinese,CUST9683,DP568,Delivered,Momos,4,833.50,55,3.80,3.80,
ZM100205,11/19/2025,1:30:00 AM,Paradise Biryani,Mexican,CUST4836,DP917,Delivered,Chicken Tikka,2,708.42,23,3.30,5.00,
ZM100719,11/22/2025,10:41:00 PM,Barbeque Nation,Chinese,CUST7706,DP959,Delivered,Momos,4,734.03,28,4.60,3.80,
ZM100368,11/21/2025,12:24:00 PM,Tunday Kababi,South Indian,CUST5783,DP780,Delivered,Chicken Biryani,2,121.71,42,4.70,4.90,
ZM100397,11/19/2025,7:49:00 PM,Onesta,Fast Food,CUST4170,DP662,Delivered,Farmhouse Pizza,2,643.61,35,3.20,4.20,
ZM100712,11/27/2025,4:24:00 AM,Little Italy,Italian,CUST4845,DP607,Delivered,Paneer Butter Masala,4,198.70,46,4.90,4.00,
ZM100474,12/10/2025,10:22:00 AM,Truffles,Italian,CUST9621,DP836,Delivered,Fried Rice,1,198.96,34,4.10,3.40,
ZM100063,11/25/2025,6:07:00 PM,Taco Bell,Bakery,CUST2976,DP869,Delivered,Tacos,3,394.41,49,3.50,3.50,
ZM100967,12/11/2025,2:53:00 AM,A2B - Adyar Ananda Bhavan,Thai,CUST1175,DP992,Cancelled by Partner,Chicken Wings,,,,,,Customer unreachable
ZM100795,11/17/2025,12:42:00 PM,Chianti,Biryani,CUST2071,DP560,Cancelled by Customer,Burger Combo,,,,,,Ordered by mistake
ZM100226,11/19/2025,4:46:00 AM,Truffles,Thai,CUST7499,DP996,Delivered,Tacos,3,161.88,47,3.50,3.20,
ZM100131,12/10/2025,5:13:00 PM,Little Italy,North Indian,CUST7108,DP969,Delivered,Chicken Tikka,4,892.97,53,4.00,3.30,
ZM100242,12/1/2025,12:50:00 AM,Onesta,South Indian,CUST3321,DP678,Delivered,Margherita Pizza,4,838.03,25,3.20,4.90,
ZM100913,12/2/2025,12:52:00 PM,Paradise Biryani,Thai,CUST8159,DP913,Cancelled by Restaurant,Sandwich,,,,,,High demand
ZM100610,11/28/2025,5:40:00 AM,Leon Grill,Chinese,CUST3514,DP582,Delivered,Tacos,3,262.18,31,4.70,4.40,
ZM100363,12/1/2025,10:39:00 PM,Paradise Biryani,Chinese,CUST9123,DP945,Delivered,Sandwich,1,129.08,30,4.00,3.90,
ZM100091,12/3/2025,11:07:00 PM,Burger King,Chinese,CUST5097,DP733,Delivered,Chicken Biryani,4,857.28,57,3.60,4.90,
ZM100036,11/22/2025,5:23:00 PM,Paradise Biryani,Thai,CUST5349,DP519,Delivered,Farmhouse Pizza,1,209.97,36,3.40,4.90,
ZM100761,11/19/2025,7:18:00 PM,Five Star Chicken,Chinese,CUST3101,DP881,Cancelled by Customer,Chicken Biryani,,,,,,Wrong address entered
ZM100774,12/3/2025,8:50:00 PM,Truffles,South Indian,CUST1914,DP786,Cancelled by Customer,Pasta Alfredo,,,,,,Delivery too far
ZM100706,11/27/2025,4:05:00 PM,Empire Restaurant,Mexican,CUST6469,DP504,Delivered,Noodles,2,277.04,56,4.70,3.80,
ZM100295,12/8/2025,3:08:00 AM,WOW Momo,South Indian,CUST9128,DP515,Delivered,Veg Biryani,4,159.50,56,3.90,4.40,
ZM100554,11/22/2025,6:24:00 PM,Five Star Chicken,American,CUST9399,DP963,Delivered,Noodles,1,824.80,54,4.60,3.90,
ZM100034,11/13/2025,2:03:00 PM,Barbeque Nation,American,CUST8541,DP679,Delivered,Paneer Butter Masala,1,418.38,22,4.70,3.40,
ZM100514,12/6/2025,8:05:00 PM,Onesta,Mexican,CUST5556,DP817,Delivered,Burger Combo,4,181.94,58,3.00,4.80,
